name,cuisine,time,ingredients,instructions,calories,type,health_label,health_score,servings,picture
Rosemary Walnut Bread,American,45,4 ounces cream cheese|2 packages dry yeast|3 eggs|5 cups flour|2 tablespoons honey|2 tablespoons lemon zest|1 1/2 cups milk (100 to 110 degrees)|1 tablespoon olive oil|3 tablespoons chopped rosemary|Salt to taste|2 cups walnuts,"Combine first four ingredients, add yeast, and let stand for 5 minutes.Stir in two cups flour, cover with plastic, and place in a warm spot (85 degrees) for 15 minutes.|Add rest of flour, nuts, lemon, rosemary, and 2 eggs.|Mix in bowl until it sticks together, then turn onto floured surface and knead for 10 minutes.Rub top with olive oil and place in oiled bowl.Cover with damp cloth, and let rise for 1 hour.Return dough to floured surface and form into two leaf-shaped loaves.Make three diagonal slashes,  inch deep.|Brush top with egg, and let rise for 30 minutes.|Bake in 375 degree oven for 40 minutes.|Let stand twenty minutes before slicingor as long as you can wait.",308,bread,lacto ovo vegetarian,11,16,https://spoonacular.com/recipeImages/658813-556x370.jpg
Smores-n-berry Bars for National Smores Day - August 10,American,45,"1 package prepared brownie mix|1 egg|1 1/2 cups crushed graham cracker crumbs|2 whole graham crackers|1.5 mini marshmallows|1 pint fresh raspberries, cleaned, dried and cut in half|2 tablespoons sugar|6 tablespoons unsalted butter, melted|1/3 cup vegetable oil|2 tablespoons water","Preheat your oven to 325 degrees F.Line an 8-inch-square baking pan with foil so that it hangs over the edges and spray it with nonstick cooking spray.Use a medium-sized bowl to mix together the melted butter, graham cracker crumbs and sugar.Press the crumb mixture evenly on the bottom of the pan.|Bake until golden, or for about 20 minutes.|Remove and set aside.Raise the oven temperature to 350 degrees F.Meanwhile, use a medium-sized bowl and mix the brownie mixture together, then gently fold in the raspberries.|Pour the batter over the graham cracker crust.|Bake the brownie mixture for about 25 minutes (based on your brownie mix), or until a toothpick inserted in the middle of the brownie comes out clean.|Remove the brownie and place the oven on broil.Meanwhile, break the two graham crackers into small pieces and arrange them in a single layer on top of the brownie.Next arrange the mini marshmallows evenly over the top of the graham crackers.|Place the pan back in the oven, just for a few minutes, until the marshmallows begin to brown. Keep a close watch on them so they dont burn under the broiler.|Remove from the oven and cool completely.|Remove from the pan using the overhanging foil and cut into bars to serve.",506,side dish,,1,9,https://spoonacular.com/recipeImages/658947-556x370.jpg
Savory Olive & Goat Cheese Palmiers,Mexican,45,"Coarse salt, to taste|1/2 cup crumbled goat cheese|1/4 cup prepared olive tapenade (or another type, like artichoke tapenade)|1/4 cup toasted pine nuts|1 package (2 sheets) prepared puff pastry dough, thawed","Allow the puff pastry dough to thaw, according to the package directions.Lightly flour a flat work surface.|Place one sheet of the dough on top of the other on the floured surface, and gently roll it out to a 9x12-inch shape that is about 1/4-inch thick. (You could use each sheet of dough individually, if you prefer.)|Spread the olive tapenade over the dough, followed by the crumbled goat cheese. Top with the toasted pine nuts.Start by rolling the short ends of the dough toward each other until the meet in the middle.Tightly wrap the rolled dough in plastic wrap and refrigerate for about 30 minutes.Preheat your oven to 425 degrees F.Line a baking sheet with parchment or a silicone baking mat.Unwrap the dough and use a serrated knife to slice the rolled dough into 1/4-inch slices, and put them on the baking sheet about 2 inches apart.|Sprinkle the tops with the coarse salt and bake for 12-14 minutes, or until they are just lightly golden.|Serve warm",202,antipasti|starter|snack|appetizer|antipasto|hor doeuvre,,3,16,https://spoonacular.com/recipeImages/659479-556x370.jpg
Shrimp & Orzo,French,45,"28 oz. can diced tomatoes, drained|3/4 c. dry white wine|1 fennel bulb, chopped, reserving about 2 T. of the feathery fennel fronds for garnish|6 oz. package of crumbled feta cheese|2 T. chopped fresh parsley, divinded|6 loves of garlic, minced|lemon wedges, for serving|2 c. low-sodium chicken broth|3 T. extra-virgin olive oil|1 Onion, finely diced|4 t. chopped fresh oregano (1 t. dried can be subbed)|1 lb. orzo pasta|3/4 t. crushed red pepper flakes|Salt & Pepper|1 1/2 lb. large shrimp, peeled, deveined and patted dry|2 1/2 c. water","Preheat oven to 400 degrees f. Season the shrimp with salt &amp; pepper, refrigerate until ready to use. Grease a 13x9-inch baking dish.|Heat the oil in a large Dutch oven over medium-high heat until the oil is shimmering.|Add the onion, fennel bulb and 1/2 t. salt. Cook, stirring frequently until the vegetables are softened and starting to brown around the edges, about 10 minutes.|Add the minced garlic and crushed red pepper flakes, cook and stir until the garlic becomes very fragrant, about 30 seconds.|Add the orzo to the vegetables, stir to coat the orzo with oil, continue cooking, stirring fairly constantly, about 4 minutes, until the orzo has a toasty aroma.|Add the wine, cook,stirring constantly, until the liquid evaporates, about 1 minute.|Add the chicken broth, water and 1/4 t. salt. Bring to a boil, then reduce heat, simmer, until the orzo is almost completely tender, about 12 minutes, stirring fairly constantly to prevent sticking and adjusting the heat as necessary to maintain a lively simmer.After the 12 minutes, remove from heat and stir in the shrimp, tomatoes, oregano and 1 T. of the parsley.|Transfer to the prepared baking dish, sprinkle with the feta.|Bake for about 20 minutes, until the shrimp is cooked through and the feta is lightly browned. Before serving, sprinkle with the remaining parsley and the reserved fennel fronds.|Serve with lemon wedges.",465,side dish|lunch|main course|main dish|dinner,,22,8,https://spoonacular.com/recipeImages/659907-556x370.jpg
Shrimp and Avocado Salad,American,45,"The Shrimp|About 600gr of large tiger style shrimp (prawns/langoustine) peeled and cleaned|2 x garlic cloves, crushed|1 x tbsp olive oil|Juice of 1 lime|Salt and Pepper|The Salad|The leaves of 1 medium Cos lettuce finely shredded|6/8 basil leaves chopped|200gr sweet corn|3 x spring onions (scallions) chopped finely|600gr fresh pineapple cut into small cubes|2 x avocados chopped into cubes|Avocado|The Dressing|3 x tbsp olive oil|3 x tbsp honey|Juice and zest of 3 limes","Firstly, to cook the shrimp, heat the olive oil in a pan and once hot add the shrimp crushed garlic and chili flakes. It is important to get the oil nice and hot (not smoking, just before that point) your shrimp should sizzle when added to the pan. Check the back of the shrimp and when you see the colour change about half way up, turn them over. Do the same on the other side. This should only take a minute to two minutes maximum on both sides  otherwise you will get a rubbery result if you leave it too long. Squeeze over the lime juice  this too should bubble and reduce.|Add a little salt and pepper, stir through, remove from the heat and set aside.|Mix the dressing ingredients together, check for flavour, adjust if need be and set aside.|Place all the salad ingredients in a bowl except the avocado and the salt and pepper. Prepare the avocado as you are about to serve otherwise it will turn brown. Once it is covered in the lime dressing, this will slow down the oxidization process and it wont go brown so easily.|When you are ready to serve mix  of the avocado through the salad and add the dressing. Toss everything together. Taste to see if you need any salt and pepper.|Place your shrimp on top of the salad with the rest of the avocado and sprinkle/pour any residue from the pan over your salad in which you cooked the shrimp. This is great flavour, so you dont want to lose it.",639,side dish|lunch|main course|salad|main dish|dinner,gluten free|dairy free|pescatarian,100,4,https://spoonacular.com/recipeImages/659927-556x370.jpg
Shrimp and Lemongrass Soup,British,45,"6 raw jumbo shrimp, peeled and deviened, peels reserved|2 lemongrass stems|1 scallion, thinly sliced|1 c. bean sprouts|1 lime, juiced|1 carrot, peeled and julienned|1/2 daikon, peeled and julienned|4 c. chicken stock|Mint, for garnish","Cut off the white part of the lemongrass stems, reserving tops.|Cut the white part into inch long pieces and flatten with the knife. Bring chicken stock to a boil in a large stockpot and add lemongrass stem and shrimp shells. Simmer for 2 minutes, then set aside to infuse.|Strain stock, then return to stock pot. Slice the remaining lemongrass stem and finely chop.|Add to stock along with shrimp, and simmer for 3-4 minutes until shrimp is pink.|Add lime juice, scallions, bean sprouts, carrots and daikon.|Stir well and season well.|Serve with a mint garnish.",394,antipasti|soup|starter|snack|appetizer|antipasto|hor doeuvre,gluten free|dairy free|whole 30|pescatarian,16,4,https://spoonacular.com/recipeImages/659934-556x370.jpg
Shrimp pasta with white wine tomato cream sauce,Mediterranean,45,"250g / 8.8 oz. cocktail or cherry tomatoes, halved|A small bunch fresh coriander/cilantro, chopped|2 teaspoons chopped garlic|2 tbsp heavy cream|350g / 12.4 oz. linguine or other long pasta|1 tbsp olive oil|Salt & pepper to taste|2 medium shallots, chopped|400g / 3.5 oz. cooked shrimp","If you are using frozen shrimp, remove them from the fridge and allow to come to room temperature before using.Bring a large pot of water to a boil and cook your pasta according to package directions. 1 or 2 minutes before your pasta is done cooking, ladle about 250ml / 1 cup of the cooking water into a cup.In the meantime, heat the olive oil in a large frying pan over medium heat.|Add the shallots and garlic, season with salt and pepper, and saut until soft and translucent, about 3 to 5 minutes.|Add the wine and stir.|Add the tomatoes and simmer until the wine has evaporated, about 5 minutes.|Drain the pasta and add it to the sauce, along with the shrimp and cream, and toss to combine. If you find the sauce is too thick, add a splash of the pasta water.|Add the coriander and serve immediately.Find more recipes on my blog http://alalemon.com",489,side dish|lunch|main course|main dish|dinner,pescatarian,17,4,https://spoonacular.com/recipeImages/659988-556x370.jpg
Simple Squash Salad,Mexican,180,1 bell pepper – diced|¼ tsp. black pepper|¼ cup fresh parsley – chopped|3 cloves garlic – chopped|½ tsp. garlic powder|1 tablespoon – capers plus 2 tablespoons caper juice|3 – 4 slices of lemon with peel – cut in half|½ onion – sliced thin|1 tsp dried oregano|¼ tsp. red pepper flakes|1 tsp. salt|1 tablespoon sugar|¾ cup of vinegar|3 cups diced zucchini,"Combine all of the ingredients the salad ingredients in a bowl.|Combine all of the dressing ingredients in a cup and stir, adjust the ingredients to taste.|Pour this over the salad and toss.|Let the salad sit in the refrigerator for a few hours before serving.",40,side dish|antipasti|salad|starter|snack|appetizer|antipasto|hor doeuvre,gluten free|dairy free|lacto ovo vegetarian|vegan,19,6,https://spoonacular.com/recipeImages/660146-556x370.jpg
"Skillet Sweet Potato Casserole with Bacon, Brown Sugar Crumble",American,50,3 slices fully cooked crispy bacon chopped|1/2 cup flour|1/3 cup heavy cream|1 cup chopped pecans|1/4 teaspoon fine sea salt|3 sweet potatoes peeled and cut into 1-inch cubes,"Preheat your oven to 350 degrees F and have a cast iron skillet or oven-safe baking dish ready.|Place the cubed sweet potatoes in a large pot and cover with water. Bring them to a boil over high heat and cook until tender, about 10-15 minutes.|Remove from heat and drain.|Transfer to a large bowl and mash.To the bowl with mashed sweet potatoes, stir in 1/2 cup of the melted butter, heavy cream, 1/4 cup of the brown sugar, and the salt until fully incorporated.|Pour the mixture into the cast iron skillet.In a medium bowl, combine the 1/3 cup melted butter, 1/2 cup brown sugar, flour, pecans, and bacon. Fold the ingredients together until moist crumbles form.|Sprinkle the mixture on top of the sweet potato mash.|Place the skillet in the oven and bake for 35 minutes or until golden brown.|Remove from heat and let stand for 5 minutes before serving.Enjoy!",351,side dish,,11,6,https://spoonacular.com/recipeImages/1043339-556x370.jpg
Skinny Kale Basil Pesto,Mediterranean,45,"2 cups packed kale leaves|1.5 cups packed basil leaves|1/2 small lemon, juiced|3 garlic cloves|1 Tbs miso paste|2 Tbs freshly grated parmesan cheese|1/2 Tbs chopped walnuts|1 Tbs water|1/2 Tbs olive oil",Remove the kale and basil leaves from the stem and rinse.|Roughly chop the kale leaves so that they fit inside a food processor.|Place the kale and basil leaves into a food processor and chop until the leaves turn into small pieces.|Add the rest of the ingredients into the food processor and mix until everything is well blended.|Pour out all the ingredients into a dish and enjoy with your favorite dishes!,81,condiment|dip|sauce|spread,gluten free,81,3,https://spoonacular.com/recipeImages/660228-556x370.jpg
Slow Cooked Corned Beef and Cabbage,British,500,"2 bay leaves|3 1/2 cups beef broth|10 black peppercorns|5 medium carrots, cut into 2-inch pieces (about 2 1/2 cups)|1/4 cup cider vinegar|1 corned beef brisket (about 3 pounds)|5 garlic cloves|1 head green cabbage, trimmed and cut into 6 wedges (about 2 pounds)|2 medium onions, cut into quarters|5 medium potatoes, peeled and cut into quarters (about 5 cups)|2 sprigs of thyme","Stir the broth and vinegar into a 6-quart slow cooker.|Add the onions, potatoes, carrots, beef and cabbage. Submerge the Bouquet Garni (last four ingredients) in the broth mixture.Cover and cook on LOW for 8 to 9 hours or until the beef is fork-tender.|Remove the Bouquet Garni.",445,lunch|main course|main dish|dinner,gluten free|dairy free|whole 30,42,10,https://spoonacular.com/recipeImages/660266-556x370.jpg
Slow Cooker Chicken Taco Soup,Mexican,485,"1 (15 oz.) can black beans|2 (10 oz.) cans diced tomatoes with green chilis|1 (15 oz.) can diced tomatoes|1 (15 oz.) can chili beans|1 (15 oz.) can whole kernal corn|1 large red onion (finely chopped)|3 boneless skinless chicken breasts (cut into 1"" cubes)","Once you have all of your ingredients added, allow it to cook all day for 8 hours on low. If you are wanting to make this a little faster, turn it on high and cook for 4 hours.When your Chicken Taco Soup is ready to serve, add in some crushed tortilla shells, shredded cheddar cheese, and a little sour cream.",312,lunch|soup|main course|main dish|dinner,gluten free|dairy free,28,6,https://spoonacular.com/recipeImages/715391-556x370.jpg
Slow Cooker Spicy Hot Wings,American,14,½ cup brown sugar|1 tsp cayenne pepper|2 - 4 pounds regular chicken wings|1 Tbsp crushed garlic|½ cup Louisiana Hot sauce,"Yes, these are called SPICY hot wings for a reason. I like adding the brown sugar to give them a little sweeter taste, but it is by far a delicious spicy recipe more than anything.To get started, mix the brown sugar, crushed garlic, hot sauce, and cayenne pepper into a medium mixing bowl.|Mix well and then set aside.Take the cooking spray and spray the entire inside portion of the slow cooker AND also the wings. (Spraying the wings before you grill, bake, or cook chicken keeps the flavor and makes them super juicy. TRUST ME.)Take the wings and add them into the mixing bowl with your spices and toss to get a good even coat over the wings.|Place in the slow cooker on low for 4 hours. After 4hours, remove carefully and place on a prepared cookie sheet.|Place in the oven under broiler setting for 4-6 minutes, allowing the wings to get a little crisp.|Serve immediately with a little blue cheese dressing and celery.",384,antipasti|lunch|main course|starter|snack|appetizer|main dish|antipasto|hor doeuvre|dinner,gluten free|dairy free,4,4,https://spoonacular.com/recipeImages/715419-556x370.jpg
Smashed Fried Lemon Potatoes,Mediterranean,45,"1 ½ pound (24 oz. bag) fingerling potatoes, all the same size if possible|1 tablespoon fresh chopped flat leaf Italian parsley|1 teaspoon chopped fresh rosemary|1 teaspoon chopped fresh thyme leaves|2 garlic cloves peeled and end core removed|Juice of 1 large lemon|Zest of 1 large lemon|2 tablespoon olive oil|1 teaspoon red wine vinegar|½ teaspoon sea salt","In a large pot of salted water place the well-scrubbed potatoes. Bring to a boil and cook until the potatoes are tender, about 20 minutes.|Drain the potatoes and rinse with cold water. Using the palm, or the back of a large spatula, press the potatoes until slightly mashed.In a large skillet, heat the olive oil over medium high heat.|Add the garlic and cook until slightly brown.|Remove and toss.|Add the potatoes and cook without stirring for about 5 to 10 minutes, the bottoms need to be a nice golden brown color. Using a spatula or cooking thongs, turn and cook another 5 to 8 minutes.|Transfer to a plate.In a bowl mix together the lemon zest, lemon juice, olive oil, rosemary, parsley, thyme, vinegar and sea salt.|Add the potatoes and coat them well gently.",199,side dish,gluten free|dairy free|lacto ovo vegetarian|whole 30|vegan,25,4,https://spoonacular.com/recipeImages/660322-556x370.png
Smoked Salmon Eggs Benedict With Lemon Dill Hollandaise,Italian,45,"1 cup baby arugula|1 cup baby spinach|2 tablespoons butter|3 large egg yolks|4 eggs, poached|1 tablespoon fresh dill or 1 tsp. dried|1 lemon|2 slices thick multigrain bread|Salt and pepper to taste|8 ounces smoked salmon|2 tablespoons water|1 tsp. Worcestershire sauce","Make Lemon Dill Hollandaise:Fill a medium saucepan about halfway with water, and bring to a gentle simmer over medium heat.|Put the egg yolks and water in a heatproof bowl, season with a pinch of dill (if using dried), salt, and pepper.|Whisk the ingredients together and then place the bowl on top of the saucepan. Keep stirring the egg mixture for about 5 minutes or until it begins to thicken. Make sure you dont scramble your eggs! Once the eggs are thickened, take the bowl off the water and set aside.Poach the eggs:Fill a medium saucepan with water, add a splash of white vinegar (optional, but this helps hold the whites together which results in nicely shaped eggs) and bring to a gentle simmer. You want tiny bubbles only, not a rolling boil. Gently add eggs to water and poach until deisred doneness.Meanwhile, toast bread.|Place toast on plates and top with arugula, spinach and salmon.|Place eggs on top of salmon and spoon hollandaise over the top.|Garnish with dill, salt and freshly cracked black pepper and serve.",540,morning meal|brunch|breakfast,pescatarian,37,2,https://spoonacular.com/recipeImages/660368-556x370.jpg
Soft Chin Chin,Mexican,45,2 3/4 cups of all purpose flour|1/2 teaspoon of baking powder|1/3 cup of butter/margarine|1/4 cup of coconut milk|1 egg|Oil for deep frying|Pinch of Salt|1/4 cup of sugar|1 teaspoon of vanilla,"In a large bowl mix all the dry ingredients together.Work your butter or margarine into the flour till it is well combined.In a separate small bowl,|Whisk your egg till it is frothy, add your vanilla and coconut milk.In the bowl with the dry ingredients, make a well in the centre and slowly add your egg mix, combining the flour with the mix as you add it.|Mix the entire dough till its no longer sticky and everything is combined then cover the dough in a plastic wrap and place in the fridge for 30-45 minutes.|Sprinkle some flour on the surface you would use to roll out the chin chin dough.|Cut a small chunk of the dough and with a rolling pin, roll out the chin chin dough. If you want larger chin chin chunks, do not roll it out so thin, If you want regular sized chin chin, roll it out so its relatively thin but not all the way.With a knife, cut the chin chin to your desired shape and set aside.In a pan of hot oil for deep frying, place your chin chin dough and allow to fry till its golden brown.|Place in a paper towel to allow the excess oil to be absorbed and for it to cool down.If using an oven, pre-heat the oven to 370 F and place the chin chin dough on a lined foil container and bake for about 30-35 minutes or until browned.If you want it sweeter, sprinkle some powdered sugar on the top or add more sugar to the initial recipe.P.s: This is more of an in between recipe, its not completely soft. If you want it extra soft, you can use 2cups of flour.   ",568,side dish,lacto ovo vegetarian,6,4,https://spoonacular.com/recipeImages/716267-556x370.jpg
Spanakopita Cups,Mediterranean,45,"1/2 cup (120 ml) olive oil|1 bunch chopped scallions, white and green parts|20 ounces (560 g) frozen chopped spinach, defrosted|2 tablespoons chopped fresh dill|3 extra-large eggs, lightly beaten|7 ounces (200 g) feta cheese, crumbled|1/4 teaspoon kosher salt|1/4 teaspoon freshly ground black pepper|40 sheets (1 box) frozen phyllo dough (such as Pepperidge Farm), defrosted overnight in the refrigerator|1/2 pound (2 sticks, 226 g)) unsalted butter, melted|1/2 cup plain dry breadcrumbs","Preheat your oven to 400 F.|Heat oil in a pan on medium heat and add the scallions. Cook for about 5 minutes.|Squeeze most of the water out of the spinach and mix with scallions, dill, eggs and feta cheese. Season the mixture with salt and pepper.|Keep the phyllo dough sheets covered with a damp kitchen towel.|Unfold 1 sheet of the phyllo dough.|Brush the sheet with melted butter and sprinkle with breadcrumbs.|Repeat the process by laying a second sheet of phyllo dough over the first sheet, brush it with melted butter and sprinkle with breadcrumbs until 4 sheets have been used.|Cut circles out of the dough that fit as a shell into mini muffin pans.|Place the phyllo circles into the pan molds and fill with the spinach mixture.|Repeat until all the spinach mixture is used.|Bake the spanakopita cups for 17 mins.",167,side dish|antipasti|starter|snack|appetizer|antipasto|hor doeuvre,lacto ovo vegetarian,4,36,https://spoonacular.com/recipeImages/660842-556x370.jpg
Stinging Nettle Pesto,Italian,45,"2 cups stinging nettles, blanched and chopped (6 cups raw)|1/2 cup Parmesan|1/2 cup pine nuts, roasted|5 large garlic cloves|1/2 cup olive oil|1 tablespoon lemon juice|salt and pepper, to taste","Using tongs, blanche nettles for a minute or two in boiling water to neutralize the sting.|Remove to a salad spinner and shake off excess water, then ball up your nettles and give one good squeeze to wring out more water.|Chop nettles and add to a food processor with roasted pine nuts (or walnuts, if you prefer), grated Parmesan, garlic cloves, lemon juice, and seasoning.|Pour half the olive oil in and...Whirrrr.|Pour the rest of the oil in. Whir again, until your preferred consistency.",91,condiment|dip|sauce|spread,gluten free|primal|ketogenic,44,12,https://spoonacular.com/recipeImages/661645-556x370.jpg
"Stir Fry Mushrooms In Butter, Garlic And White Wine",Italian,45,"200 grams fresh shitaki mushrooms, sliced|100 grams white mushroom, sliced|1 head garlic, sliced|3 tablespoons butter|1 tablespoon white wine|1 tablespoon teriyaki sauce|1 tablespoon balsamic vinegar|1/2 ts ground black pepper|1/2 ts salt|1/4 ts chilly oil|1/4 cup chopped parsley|1/4 cup diced spring onions","Melt butter in frying pan, add garlic and stir fry till fragrant.|Add mushrooms and stir fry for 1/2 min.|Add white wine and let it evaporate.  Fry for another 1 min, add salt, black pepper, balsamic vinegar, teriyaki sauce and chilly oil. Fry for another minute. Turn heat to low and add parsley and spring onions and mix well and transfer to serving plate.",119,antipasti|starter|snack|appetizer|antipasto|hor doeuvre,gluten free,4,4,https://spoonacular.com/recipeImages/661669-556x370.jpg
Strawberry Banana Stuffed Pancakes,American,30,"½ teaspoons Baking Soda|1/2 cup Ripe Banana, Mashed|2 whole Egg Whites|1/3 cups Non-Fat Greek Yogurt|Salt|10 whole Strawberries, Fresh, Diced|1 1/2 teaspoons Sugar|½ teaspoons Vanilla Extract|1/3 cups Whole Wheat Pastry Flour","Mix together the Greek yogurt, 1/4 cup banana, egg whites, and vanilla extract into a small bowl.In a separate bowl combine flour, baking soda, 1/2 teaspoon sugar, and salt.|Combine both bowls and whisk until evenly mixed.Fold in 5 fresh, chopped strawberries.|Add 1/4 cup mashed banana, 5 frozen strawberries, and 1 teaspoon of sugar in a sauce pan (if you use fresh strawberries, add 1 tablespoon of water to the sauce pan). Cook on low, stirring frequently until thickened (about 5-7 minutes.)Evenly divide sauce over top of pancakes",551,morning meal|brunch|breakfast,lacto ovo vegetarian,17,2,https://spoonacular.com/recipeImages/661758-556x370.jpg
Strawberry Basil Sorbet (no Ice Cream Maker Necessary!),French,45,"about 1/4c finely chopped basil leaves|1t basil oil (optional)|2-3T honey or agave|1 bag organic strawberries (my bag was 12 oz; 16 oz would be better!), thawed for about a 1/2 hour",,172,dessert,gluten free|dairy free|lacto ovo vegetarian|vegan,2,1,https://spoonacular.com/recipeImages/716424-556x370.jpg
Strawberry Tart,French,45,"1 cup AP flour|6 tablespoons unsalted butter, cut into small pieces|1 tablespoon water|1 egg yolk|4 tablespoons confectioner\s sugar|1 teaspoon vanilla extract|½ teaspoon orange zest|1 cup cherry preserves|2 pints fresh strawberries|1 cup whipping cream","Preheat oven to 350 degrees F.|Sift flour onto a board or into a bowl. Make a well in the center.|Add the butter, water, egg yolk, sugar, vanilla, and orange zest. Work the ingredients in the center, drawing in the flour until the dough is smooth.|Pat out the dough onto the bottom and sides of a pie plate. Prick the bottom and sides of the dough with a fork.|Bake got 15-20 minutes, or until the pastry is light golden. Cool.|To make the glaze, put the cherry preserves in a small saucepan and melt it slowly over low heat. Cool slightly and brush over the bottom of the pastry.|Wash, hull and slice the strawberries. Fill the pie plate with the strawberries and top with remaining cherry glaze.|Whip cream with 1 tablespoon of confectioners sugar until light and fluffy and serve with a slice of strawberry tart! Enjoy!",312,dessert,lacto ovo vegetarian,8,4,https://spoonacular.com/recipeImages/631762-556x370.jpg
Stuffed Artichoke Main Dish,Italian,60,1 Large Artichoke|2 chicken breasts|2 cloves of garlic|1 lemon|1 teaspoon of maple syrup|1 teaspoon of olive olive oil|1 teaspoon Parmesan|pepper|1 large potato|1 sprig of rosemary|salt|1 handful shredded mozzarella cheese,"Pull apart center leaves of artichoke|Cut the center so that you take the prickly center|Use spoon to get all that out so you only have the center being empty|Add a bit of lemon juice to make sure it doesnt change color|Add artichoke to boiling water|Let boil for 10 min so it gets kind of soft|Take out|Add cold water so it cools|Cut the edges of artichoke|How to make the stuffing.Boil the potato, or put into microwave to cook it up. (it just needs to be soft)In a sauce pan at med-high heat add the olive oil, rosemary, maple syrup, crushed and finely sliced garlic and the chicken.|Add the lemon sliced  up to the saucepan and cook it all together for for 15 min. So that it is all cooked up.  and put it onto a plate to cool.Now there should be some sauce still left in the pan, so slice the cooked potatoe and add it to the pan to get all that tasty sauce.Now cut up the chicken, potato and some grated mozzarella cheese and mash it up so that you can stuff it into the artichoke.|Bake in oven at 350 for 20ish min.",500,side dish|lunch|main course|main dish|dinner,gluten free,64,2,https://spoonacular.com/recipeImages/640921-556x370.jpg
Stuffed Lemons in the Oven,Italian,45,"2 Large unwaxed lemons|4 fresh basil leaves|2 anchovy fillets|2 ripe cherry tomatoes, halved|salt & pepper","Preheat your oven to 400 F / 215 C|Remove the ends of the lemons & discard them (dont cut in to deep - you want to keep a closed bottom). Then cut the lemons in half crossways, giving you little lemon bowls.|Using a small knife, remove the lemon flesh, leaving you with 4 hollow lemon rind bowls. (Again you dont want to break-into the rind)|Cut a piece of mozzarella to fit inside, then lay a basil leaf, half an anchovy fillet and half a cherry tomato on top with a pinch of salt & pepper and a little drizzle of good olive oil. Put another slice of mozzarella on top - the lemon should now be filled up. Do the same to the rest of the lemon bowls.|Place on a baking sheet & cook in a preheated oven for 10 - 15 minutes, until golden & bubbling.|Remove from the oven and serve immediately. To eat: scoop the mozzarella out and eat with the bread to soak up any juices!",20,side dish,gluten free|dairy free|paleolithic|primal|fodmap friendly|whole 30|pescatarian,5,4,https://spoonacular.com/recipeImages/662038-556x370.jpg
Super Speedy Spicy Sweet and Sour Shrimp,French,45,"cilantro|cooked white rice|3 garlic cloves chopped finely|1 piece of ginger, grated|2 tbsp honey|2 tbsp light soy sauce|1 bok choi|1 red chili pepper|2 tbsp Chinese rice wine vinegar|550gr / 1.2 lb shrimp (prawns), raw, but peeled, de veined and cleaned|4 spring onions (scallions) chopped to about 1 cm / 0.5in. pieces|2 tbsp sunflower oil (or other flavourless oil)|4 tbsp tomato ketchup","Mix the sauce ingredients together in a bowl, taste it to check if you like the balance of flavour and adjust if you wish.  Set this aside.|Heat the oil on a very high heat in a wok. Get the oil as hot as you can, just below smoking point.  Check the heat by dropping a piece of spring onion (scallion) and if it sizzles immediately, the oil is hot enough.|Add the chili, garlic and ginger, stir and cook for about 30 seconds.|Add the spring onions (scallions) and cook for a further minute.|Add the shrimp (prawns) cook for about 2 minutes or until they turn pink.|Add the sauce, keeping the heat high so that as soon as it hits your pan or wok, it sizzles and reduces.When the sauce has thickened a little, add the pak choi, mix through and cover it, cooking only for a minute.|Serve with simply boiled white rice and sprinkle with some fresh coriander (cilantro).",350,lunch|main course|main dish|dinner,gluten free|dairy free|pescatarian,8,4,https://spoonacular.com/recipeImages/662363-556x370.jpg
Sweet & Spicy White Cheddar Cheese Ball W/apples & Bacon,Mexican,45,"1/2 cup dried apple slices|2 teaspoons Applejack Brandy (I used 1 T. of Finger Lakes Distilling Maplejack)|1 teaspoon pure maple syrup|6 slices of bacon|8 ounces cream cheese, or lowfat (NOT nonfat) cream cheese, softened|10 ounces of Adams Reserve New York Extra Sharp Cheddar cheese, shredded|1/4 teaspoon cayenne pepper|2 teaspoons dark brown sugar|1 cup Trader Joes Sweet and Spicy Pecans (substitute 1 c. pecans, 1 t. Cracker and apple slices to serve","Put apple slices in small dish and sprinkle with brandy and maple syrup while you prep the rest of the recipe. Fry bacon in large skillet, turning frequently, until crisp, then set aside on a paper towel lined plate.|Finely chop apples.|Combine cream cheese, Adams Reserve New York Extra Sharp Cheddar, cayenne pepper, and apples in food processor. Pulse until mixture is throughly mixed and combined.|Combine pecans, brown sugar, and cooled, crumbled bacon in mini-food processor (or wash out regular processor and dry) until finely chopped.|Use spatula to remove cheese mixture to a cutting board. Lightly wet hands and roll the cheese into a ball.|Roll in the bacon pecan mixture and pat to coat.|Arrange on serving platter with crackers and apple slices dipped in lemon juice/water. Enjoy!",123,antipasti|starter|snack|appetizer|antipasto|hor doeuvre,gluten free,0,24,https://spoonacular.com/recipeImages/662428-556x370.jpg
